name,popularity,duration_ms,artist,artists_list,release_date,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist_name,artist_popularity,artist_followers,artist_genres,music_file
Drew Barrymore,75,231400,SZA,SZA,2017-06-09,0.491,0.577,0.523,0.0,0,0.147,-5.538,0,0.0429,134.93,4,0.29,SZA,87,15504565,"['pop', 'r&b', 'rap']",Drew Barrymore - SZA (128).wav
Warriors,76,171040,Imagine Dragons,Imagine Dragons,2015-05-18,0.0964,0.365,0.851,0.003,4,0.237,-6.238,0,0.0645,78.086,4,0.309,Imagine Dragons,84,50820618,"['modern rock', 'pop', 'rock']",Drew Barrymore - SZA (128).wav
drivers license - Spotify Singles,67,262544,Lewis Capaldi,Lewis Capaldi,2022-09-21,0.845,0.543,0.23,0.0,4,0.11,-12.532,1,0.0417,127.357,4,0.307,Lewis Capaldi,78,11858665,"['pop', 'uk pop']",drivers license ( Singles) - Lewis Capaldi (128).wav
Drunk in Love (feat. Jay-Z),75,323480,Beyoncé,"Beyoncé,JAY-Z",2014-11-24,0.00972,0.583,0.621,0.00106,5,0.181,-6.902,0,0.0479,140.036,4,0.399,Beyoncé,83,36174736,"['pop', 'r&b']",Drunk in Love (feat. Jay-Z) - Beyoncé JAY-Z (128).wav
Dumebi,69,179775,Rema,Rema,2019-03-22,0.199,0.923,0.657,0.00407,3,0.108,-5.173,0,0.0605,110.015,4,0.734,Rema,76,3401997,"['afrobeats', 'nigerian pop']",Dumebi - Rema (128).wav
Umbrella,75,275987,Rihanna,"Rihanna, JAY-Z",2007-01-01,0.00864,0.583,0.829,0.0,1,0.0426,-4.603,1,0.134,174.028,4,0.575,Rihanna,87,58231994,"['barbadian pop', 'pop', 'urban contemporary']",Dumebi - Rema (128).wav
Dusk Till Dawn (feat. Sia) - Radio Edit,81,239000,Sia,"ZAYN, Sia",2018-12-14,0.102,0.259,0.437,1.32e-06,11,0.106,-6.589,0,0.0386,180.042,4,0.0951,Sia,81,27113581,"['australian dance', 'australian pop', 'pop']",Dusk Till Dawn (feat. Sia) (Radio Edit) - ZAYN Sia (128).wav
Dynamite,83,199054,BTS,BTS,2020-11-20,0.0112,0.746,0.765,0.0,6,0.0936,-4.41,0,0.0993,114.044,4,0.737,BTS,85,70618128,"['k-pop', 'k-pop boy group', 'pop']",Dynamite - BTS (128).wav
DÁKITI,81,205090,Bad Bunny,"Bad Bunny,Jhayco",2020-10-30,0.401,0.731,0.573,5.22e-05,4,0.113,-10.059,0,0.0544,109.928,4,0.145,Bad Bunny,96,76065976,"['reggaeton', 'trap latino', 'urbano latino']",DÁKITI - Bad Bunny Jhay Cortez (128).wav
Eastside (with Halsey & Khalid),82,170770,Khalid,"benny blanco, Halsey, Khalid",2018-12-07,0.549,0.632,0.686,0.0,6,0.2,-7.665,0,0.243,89.949,4,0.329,Khalid,81,16167554,"['pop', 'pop r&b']",Eastside - benny blanco Halsey Khalid (128).wav
Easy On Me,84,224695,Adele,Adele,2021-11-19,0.578,0.604,0.366,0.0,5,0.133,-7.519,1,0.0282,141.981,4,0.13,Adele,83,52229537,"['british soul', 'pop', 'pop soul', 'uk pop']",Easy On Me - Adele (128).wav
Say My Name,72,198947,David Guetta,"David Guetta,Bebe Rexha,J Balvin",2018-09-14,0.137,0.703,0.66,0.0,10,0.192,-5.119,0,0.123,95.031,4,0.79,David Guetta,85,26379655,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",Easy On Me - Adele (128).wav
Show Me Love,60,255960,Robin Schulz,"Robin Schulz,Richard Judge",2015-09-25,0.0461,0.53,0.65,0.0,11,0.0974,-6.251,0,0.03,123.972,4,0.316,Robin Schulz,75,3096894,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",Easy On Me - Adele (128).wav
El Farsante,77,233827,Ozuna,Ozuna,2017-08-25,0.2,0.735,0.703,0.0,6,0.259,-4.249,1,0.0611,120.007,4,0.323,Ozuna,83,37816472,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",El Farsante - Ozuna (128).wav
La Santa,83,206420,Daddy Yankee,"Bad Bunny, Daddy Yankee",2020-02-29,0.0326,0.744,0.868,0.0,1,0.0822,-4.524,1,0.047,93.037,4,0.586,Daddy Yankee,83,33804366,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",El Farsante - Ozuna (128).wav
El Jefe,87,170297,Shakira,"Shakira, Fuerza Regida",2023-09-20,0.227,0.771,0.661,0.0,4,0.143,-4.269,0,0.0533,74.995,4,0.964,Shakira,84,31808291,"['colombian pop', 'dance pop', 'latin pop', 'pop']",El Jefe - Shakira Fuerza Regida (128).wav
El Merengue,89,189357,Marshmello,"Marshmello, Manuel Turizo",2023-03-03,0.0313,0.775,0.677,0.00517,8,0.112,-4.703,0,0.0442,124.011,4,0.698,Marshmello,80,35035483,"['brostep', 'edm', 'pop', 'progressive electro house']",El Merengue - Marshmello Manuel Turizo (128).wav
El Perdedor,77,206693,Maluma,Maluma,2015-10-30,0.425,0.702,0.73,1.25e-06,0,0.148,-5.173,0,0.099,173.967,4,0.879,Maluma,83,34427112,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",El Perdedor - Maluma (128).wav
Elastic Heart - Piano Version,68,250133,Sia,Sia,2015-05-04,0.903,0.44,0.306,0.0,9,0.0888,-5.403,1,0.0377,71.021,4,0.25,Sia,81,27113581,"['australian dance', 'australian pop', 'pop']",Elastic Heart (Piano Version) - Sia (128).wav
Elastic Heart,71,257200,Sia,Sia,2015-05-04,0.0117,0.421,0.791,1.48e-05,9,0.146,-4.998,1,0.0496,130.075,4,0.499,Sia,81,27113581,"['australian dance', 'australian pop', 'pop']",Elastic Heart - Sia (128).wav
Esta Vida,77,209136,Marshmello,"Marshmello,Farruko",2023-04-13,0.0418,0.755,0.676,0.00176,5,0.204,-7.349,1,0.0377,123.98,4,0.461,Marshmello,80,35035483,"['brostep', 'edm', 'pop', 'progressive electro house']",Elastic Heart - Sia (128).wav
Ella Me Levanto,81,209493,Daddy Yankee,Daddy Yankee,2007-06-05,0.0715,0.76,0.9,0.0,5,0.221,-4.782,1,0.0668,100.046,4,0.761,Daddy Yankee,83,33804366,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",Ella Me Levanto - Daddy Yankee (128).wav
Empire State Of Mind,85,276920,JAY-Z,"JAY-Z, Alicia Keys",2009-09-08,0.0295,0.491,0.956,0.0,11,0.46,-1.538,1,0.392,173.585,4,0.811,JAY-Z,81,8684627,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",Empire State Of Mind - JAY-Z Alicia Keys (128).wav
Enchanted (Taylor's Version),88,353253,Taylor Swift,Taylor Swift,2023-07-07,0.012,0.505,0.532,0.0,8,0.149,-3.526,1,0.0265,81.907,4,0.216,Taylor Swift,100,91129614,['pop'],Enchanted (Taylor s Version) - Taylor Swift (128).wav
Endless Fashion (feat. Nicki Minaj),75,216704,Lil Uzi Vert,"Lil Uzi Vert,Nicki Minaj",2023-06-30,0.067,0.731,0.605,7.7e-06,1,0.177,-5.01,1,0.19,132.946,4,0.413,Lil Uzi Vert,83,16109052,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",Endless_Fashion_feat_Nicki_Minaj_Lil_Uzi_Vert_Nicki_Minaj.wav
Enemy (with JID) - from the series Arcane League of Legends,83,173381,Imagine Dragons,"Imagine Dragons, JID, Arcane, League of Legends",2022-07-01,0.237,0.728,0.783,0.0,11,0.434,-4.424,0,0.266,77.011,4,0.555,Imagine Dragons,84,50820618,"['modern rock', 'pop', 'rock']",Enemy_from_the_series_Arcane_League_of_Legends_Imagine_Drago.wav
ENERGY (feat. Beam),77,116727,Beyoncé,"Beyoncé,BEAM",2022-07-29,0.281,0.903,0.519,0.000106,1,0.155,-9.151,1,0.26,114.991,4,0.587,Beyoncé,83,36174736,"['pop', 'r&b']",ENERGY (feat. Beam) - Beyoncé Beam (128).wav
Erase Your Social,74,199993,Lil Uzi Vert,Lil Uzi Vert,2016-08-10,0.694,0.705,0.609,0.0,3,0.234,-5.728,1,0.0729,140.058,4,0.718,Lil Uzi Vert,83,16109052,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",Erase Your Social - Lil Uzi Vert (128).wav
There She Go (feat. Lil Uzi Vert),57,215020,Justin Bieber,"Justin Bieber,Lil Uzi Vert",2021-03-26,0.00968,0.727,0.716,0.0,9,0.12,-5.429,1,0.0346,150.071,4,0.911,Justin Bieber,86,74403685,"['canadian pop', 'pop']",Erase Your Social - Lil Uzi Vert (128).wav
Escapism.,86,272373,RAYE,"RAYE, 070 Shake",2023-02-03,0.138,0.538,0.742,4.67e-05,2,0.0934,-5.355,1,0.114,96.107,4,0.25,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",Escapism. (Sped Up) - RAYE 070 Shake (128).wav
Escapism. - Sped Up,80,239888,RAYE,"RAYE, 070 Shake",2022-12-07,0.0857,0.435,0.768,0.000231,6,0.0918,-5.352,0,0.201,107.588,4,0.378,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",Escapism. (Sped Up) - RAYE 070 Shake (128).wav
Essence (feat. Super Computer),65,168360,Oliver Tree,"Oliver Tree,Super Computer",2023-09-29,0.174,0.859,0.618,9.02e-05,4,0.168,-4.785,0,0.0379,114.011,4,0.631,Oliver Tree,71,2361006,['alternative hip hop'],Essence_feat_Super_Computer_Oliver_Tree_Super_Computer_12.wav
Evangeline,67,177677,Stephen Sanchez,Stephen Sanchez,2023-09-22,0.0887,0.462,0.574,0.0,3,0.159,-7.127,1,0.0314,109.256,4,0.184,Stephen Sanchez,73,948319,['gen z singer-songwriter'],Evangeline - Stephen Sanchez (128).wav
Everybody Dies In Their Nightmares,85,95467,XXXTENTACION,XXXTENTACION,2017-08-25,0.847,0.734,0.57,2.14e-05,7,0.112,-7.066,0,0.133,129.953,4,0.689,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",Everybody Dies In Their Nightmares - XXXTENTACION (128).wav
everything i wanted,86,245426,Billie Eilish,Billie Eilish,2019-11-13,0.902,0.704,0.225,0.657,6,0.106,-14.454,0,0.0994,120.006,4,0.243,Billie Eilish,86,88246007,"['art pop', 'pop']",everything i wanted - Billie Eilish (128).wav
Faint,82,162600,Linkin Park,Linkin Park,2003-03-24,0.111,0.554,0.978,0.0,4,0.0731,-3.554,1,0.131,135.095,4,0.594,Linkin Park,82,24598571,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",Faint - Linkin Park (128).wav
FAKE LOVE,77,242334,BTS,BTS,2018-05-18,0.00267,0.557,0.719,0.0,2,0.306,-4.515,0,0.0371,77.502,4,0.345,BTS,85,70618128,"['k-pop', 'k-pop boy group', 'pop']",FAKE LOVE - BTS (128).wav
Fuck Love,84,146520,XXXTENTACION,"XXXTENTACION, Trippie Redd",2017-08-25,0.0172,0.797,0.533,0.000152,0,0.103,-9.74,0,0.0412,131.036,4,0.329,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",FAKE LOVE - BTS (128).wav
True Love,77,148571,Kanye West,"Kanye West,XXXTENTACION",2022-05-27,0.0182,0.712,0.861,6.09e-06,5,0.511,-5.487,0,0.25,84.042,4,0.388,Kanye West,88,21786460,"['chicago rap', 'hip hop', 'rap']",FAKE LOVE - BTS (128).wav
Wolves,80,197993,Selena Gomez,"Selena Gomez,Marshmello",2017-10-25,0.124,0.724,0.804,0.0,11,0.204,-4.614,0,0.0448,124.987,4,0.306,Selena Gomez,81,46174412,"['pop', 'post-teen pop']",FAKE LOVE - BTS (128).wav
a lot,83,288624,21 Savage,21 Savage,2018-12-21,0.0395,0.837,0.636,0.00125,1,0.342,-7.643,1,0.086,145.972,4,0.274,21 Savage,87,15351817,"['atl hip hop', 'hip hop', 'rap']",FAKE LOVE - BTS (128).wav
Fake Tales Of San Francisco,68,177947,Arctic Monkeys,Arctic Monkeys,2006-01-29,0.00998,0.454,0.778,0.0,9,0.0427,-4.225,1,0.0449,127.158,4,0.704,Arctic Monkeys,84,22135935,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",Fake Tales Of San Francisco - Arctic Monkeys (128).wav
Fallin' All In You,72,235747,Shawn Mendes,Shawn Mendes,2018-05-25,0.405,0.853,0.476,0.0,8,0.111,-6.696,1,0.0361,92.038,4,0.796,Shawn Mendes,80,42606389,"['canadian pop', 'pop', 'viral pop']",Fallin All In You - Shawn Mendes (128).wav
Falling,85,240133,Harry Styles,Harry Styles,2019-12-13,0.839,0.567,0.267,1.46e-06,4,0.089,-6.502,1,0.0299,110.011,4,0.0592,Harry Styles,83,29970267,['pop'],Falling - Harry Styles (128).wav
"False Idols (with Lil Baby, Suzanna Son)",72,262230,The Weeknd,"The Weeknd,Lil Baby,Suzanna Son",2023-06-30,0.213,0.676,0.608,0.0,9,0.104,-4.972,0,0.0329,119.993,4,0.118,The Weeknd,92,73855176,"['canadian contemporary r&b', 'canadian pop', 'pop']",False Idols - The Weeknd Lil Baby Suzanna Son (128).wav
family ties (with Kendrick Lamar),84,252262,Kendrick Lamar,"Baby Keem, Kendrick Lamar",2021-09-10,0.00588,0.711,0.611,0.0,1,0.23,-5.453,1,0.33,134.093,4,0.144,Kendrick Lamar,86,25786424,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",family ties - Baby Keem Kendrick Lamar (128).wav
"Family (feat. Bebe Rexha, Ty Dolla $ign & A Boogie Wit da Hoodie)",61,158995,David Guetta,"David Guetta,Bebe Rexha,Ty Dolla $ign,A Boogie Wit da Hoodie",2021-10-29,0.0744,0.687,0.717,0.0,11,0.134,-6.61,1,0.0755,88.063,4,0.685,David Guetta,85,26379655,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']","Family_feat_Bebe_Rexha,_Ty_Dolla_$ign_A_Boogie_Wit_da_Hoo.wav"
Fat Bottomed Girls - 2011 Remaster,67,255600,Queen,Queen,1978-11-10,0.0322,0.332,0.683,6.51e-06,2,0.342,-7.679,1,0.0491,88.522,4,0.419,Queen,81,48677298,"['classic rock', 'glam rock', 'rock']",Fat Bottomed Girls - Queen (128).wav
Father Stretch My Hands Pt. 1,88,135920,Kanye West,Kanye West,2016-06-10,0.118,0.724,0.573,0.0,7,0.538,-4.113,1,0.0549,113.088,4,0.438,Kanye West,88,21786460,"['chicago rap', 'hip hop', 'rap']",Father Stretch My Hands Pt. 1 - Kanye West (128).wav
Riot,78,78681,XXXTENTACION,XXXTENTACION,2020-06-01,0.019,0.509,0.542,0.00639,3,0.23,-8.027,0,0.442,97.767,4,0.151,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",FE!N - Travis Scott (128).wav
Feel This Moment (feat. Christina Aguilera),81,229507,Pitbull,"Pitbull, Christina Aguilera",2012,0.039,0.673,0.758,0.0,7,0.341,-3.632,1,0.158,135.956,4,0.542,Pitbull,80,10237230,"['dance pop', 'miami hip hop', 'pop']",Feel_This_Moment_feat_Christina_Aguilera_Pitbull_Christina.wav
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",78,223413,Calvin Harris,"Calvin Harris,Pharrell Williams,Katy Perry,Big Sean,Funk Wav",2017-06-30,0.0642,0.893,0.745,0.0,11,0.0943,-3.105,0,0.0571,101.018,4,0.872,Calvin Harris,82,23408452,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']","Feels (feat. Pharrell Williams, Katy Perry Big Sean) - Calv.wav"
Feliz Cumpleaños Ferxxo,87,155960,Feid,Feid,2022-09-14,0.0863,0.865,0.573,0.0,5,0.305,-5.501,1,0.0678,94.999,4,0.563,Feid,88,8085060,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",Feliz Cumpleaños Ferxxo - Feid (128).wav
Fell In Love,78,121284,Marshmello,"Marshmello,Brent Faiyaz",2023-05-05,0.0899,0.732,0.464,3.1e-05,1,0.0997,-9.722,1,0.0527,149.954,4,0.647,Marshmello,80,35035483,"['brostep', 'edm', 'pop', 'progressive electro house']",Fell In Love - Marshmello Brent Faiyaz (128).wav
FERXXO 151,82,195653,Feid,"Feid,ICON",2023-08-25,0.158,0.76,0.931,1.71e-06,0,0.373,-4.557,1,0.138,113.047,4,0.545,Feid,88,8085060,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",FERXXO 151 - Feid ICON (128).wav
FERXXO 30,83,173760,Feid,Feid,2023-09-29,0.0477,0.765,0.637,1.34e-06,2,0.0578,-5.291,0,0.0807,89.968,4,0.508,Feid,88,8085060,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",FERXXO 30 - Feid (128).wav
Baby,84,214240,Justin Bieber,"Justin Bieber,Ludacris",2010-01-01,0.0401,0.728,0.859,0.0,5,0.111,-5.237,0,0.137,65.043,4,0.535,Justin Bieber,86,74403685,"['canadian pop', 'pop']",FINA - Bad Bunny (128).wav
FINA,93,216328,Bad Bunny,"Bad Bunny, Young Miko",2023-10-13,0.0869,0.847,0.724,1.11e-06,1,0.118,-5.41,1,0.298,94.601,4,0.396,Bad Bunny,96,76065976,"['reggaeton', 'trap latino', 'urbano latino']",FINA - Bad Bunny (128).wav
bad guy,85,194088,Billie Eilish,Billie Eilish,2019-03-29,0.328,0.701,0.425,0.13,7,0.1,-10.965,1,0.375,135.128,4,0.562,Billie Eilish,86,88246007,"['art pop', 'pop']",FINA - Bad Bunny (128).wav
bad guy,65,194840,Justin Bieber,"Billie Eilish, Justin Bieber",2021-08-18,0.256,0.67,0.453,0.327,0,0.117,-11.265,1,0.295,135.047,4,0.685,Justin Bieber,86,74403685,"['canadian pop', 'pop']",FINA - Bad Bunny (128).wav
Finesse - Remix; feat. Cardi B,79,217289,Cardi B,"Bruno Mars, Cardi B",2017-12-20,0.0185,0.704,0.859,0.0,5,0.0215,-4.877,0,0.0996,105.115,4,0.926,Cardi B,77,22479448,"['pop', 'rap']",Finesse (Remix; feat. Cardi B) - Bruno Mars Cardi B (128).wav
Fireball (feat. John Ryan),77,236200,Pitbull,"Pitbull,John Ryan",2014-11-21,0.0908,0.761,0.933,8.53e-05,10,0.0607,-5.38,1,0.056,122.959,4,0.836,Pitbull,80,10237230,"['dance pop', 'miami hip hop', 'pop']",Fireball (feat. John Ryan) - Pitbull John Ryan (128).wav
Firework,74,227893,Katy Perry,Katy Perry,2010-01-01,0.141,0.638,0.832,0.0,8,0.113,-5.039,1,0.049,124.071,4,0.648,Katy Perry,81,30086713,['pop'],Firework - Katy Perry (128).wav
First Person Shooter (feat. J. Cole),92,247444,Drake,"Drake, J. Cole",2023-10-06,0.0277,0.47,0.64,0.0,2,0.382,-7.779,1,0.32,163.92,4,0.248,Drake,95,81345795,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",First Person Shooter - Drake J. Cole (128).wav
Fix You - Live,59,257651,Sam Smith,Sam Smith,2020-07-06,0.805,0.345,0.34,1.74e-05,1,0.125,-9.337,1,0.0342,136.222,4,0.302,Sam Smith,82,23263331,"['pop', 'uk pop']",Fix You (Live) - Sam Smith (128).wav
I Like It,80,253390,Cardi B,"Cardi B, Bad Bunny, J Balvin",2018-04-06,0.099,0.816,0.726,0.0,5,0.372,-3.998,0,0.129,136.048,4,0.65,Cardi B,77,22479448,"['pop', 'rap']",Fix You (Live) - Sam Smith (128).wav
Flashing Lights,89,237507,Kanye West,"Kanye West, Dwele",2007-09-11,0.0381,0.639,0.628,0.0,6,0.386,-7.578,0,0.0399,90.482,4,0.43,Kanye West,88,21786460,"['chicago rap', 'hip hop', 'rap']",Flashing Lights - Kanye West Dwele (128).wav
Flawless,74,246493,The Neighbourhood,The Neighbourhood,2013-04-19,0.0553,0.568,0.871,0.51,0,0.303,-3.453,1,0.0308,119.99,4,0.374,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",Flawless - The Neighbourhood (128).wav
Flaws And Sins,74,218349,Juice WRLD,Juice WRLD,2019-03-08,0.00966,0.709,0.662,0.0,8,0.108,-4.55,1,0.0767,150.047,4,0.439,Juice WRLD,84,31181079,"['chicago rap', 'melodic rap', 'rap']",Flaws And Sins - Juice Wrld (128).wav
Flooded The Face,81,192727,Lil Uzi Vert,Lil Uzi Vert,2023-06-30,0.492,0.64,0.609,2.47e-06,1,0.152,-7.714,0,0.304,131.889,4,0.393,Lil Uzi Vert,83,16109052,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",Flooded The Face - Lil Uzi Vert (128).wav
Love The Hell Out Of You,63,205080,Lewis Capaldi,Lewis Capaldi,2023-05-19,0.539,0.339,0.465,0.0,1,0.366,-5.983,1,0.0381,165.993,3,0.212,Lewis Capaldi,78,11858665,"['pop', 'uk pop']",Flooded The Face - Lil Uzi Vert (128).wav
Wasted (feat. Lil Uzi Vert),77,258475,Juice WRLD,"Juice WRLD,Lil Uzi Vert",2018-12-10,0.0381,0.742,0.579,0.0,0,0.0952,-5.024,1,0.202,144.994,4,0.502,Juice WRLD,84,31181079,"['chicago rap', 'melodic rap', 'rap']",Flooded The Face - Lil Uzi Vert (128).wav
Flowers,92,200600,Miley Cyrus,Miley Cyrus,2023-08-18,0.0584,0.706,0.691,6.99e-05,0,0.0232,-4.775,1,0.0633,118.048,4,0.632,Miley Cyrus,82,22491587,['pop'],Flowers - Miley Cyrus (128).wav
Fluorescent Adolescent,81,183893,Arctic Monkeys,Arctic Monkeys,2007-04-22,0.00146,0.654,0.828,0.000144,1,0.122,-5.377,0,0.0281,112.056,4,0.79,Arctic Monkeys,84,22135935,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",Fluorescent Adolescent - Arctic Monkeys (128).wav
Follow God,77,104591,Kanye West,Kanye West,2019-10-25,0.000248,0.529,0.9,1.21e-05,1,0.0426,-3.503,1,0.418,180.291,4,0.434,Kanye West,88,21786460,"['chicago rap', 'hip hop', 'rap']",Follow God - Kanye West (128).wav
Too Good At Goodbyes,87,201000,Sam Smith,Sam Smith,2017-11-03,0.64,0.681,0.372,0.0,5,0.169,-8.237,1,0.0432,91.873,4,0.476,Sam Smith,82,23263331,"['pop', 'uk pop']",Follow God - Kanye West (128).wav
FourFiveSeconds,81,188238,Rihanna,"Rihanna,Kanye West,Paul McCartney",2015-01-24,0.875,0.582,0.272,0.0,2,0.13,-5.662,1,0.0501,205.846,4,0.354,Rihanna,87,58231994,"['barbadian pop', 'pop', 'urban contemporary']",FourFiveSeconds - Rihanna Kanye West Paul McCartney (128).wav
Fruto,91,133969,Bizarrap,"Bizarrap, Milo j",2023-10-04,0.494,0.801,0.517,1.45e-06,2,0.355,-8.205,0,0.269,160.254,4,0.923,Bizarrap,84,13073464,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']",Fruto - Bizarrap Milo j (128).wav
G.O.M.D,75,301064,J. Cole,J. Cole,2014-12-09,0.322,0.889,0.4,1.32e-05,4,0.331,-10.586,0,0.26,128.073,4,0.336,J. Cole,84,21778723,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",G.O.M.D - J. Cole (128).wav
Gasolina,85,192600,Daddy Yankee,Daddy Yankee,2004-07-13,0.322,0.852,0.797,2.69e-06,0,0.0845,-6.543,1,0.0614,96.008,4,0.741,Daddy Yankee,83,33804366,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",Gasoline - Halsey (128).wav
Gasoline,74,199593,Halsey,Halsey,2015-08-28,0.223,0.731,0.58,0.0,10,0.129,-7.328,0,0.0399,119.997,4,0.319,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",Gasoline - Halsey (128).wav
One & Only,64,137391,Oliver Tree,Oliver Tree,2023-09-29,0.0116,0.76,0.668,1.01e-06,9,0.105,-4.316,0,0.0466,122.047,4,0.625,Oliver Tree,71,2361006,['alternative hip hop'],Gasoline - Halsey (128).wav
Only,67,312027,Nicki Minaj,"Nicki Minaj,Drake,Lil Wayne,Chris Brown",2014-12-15,0.405,0.573,0.495,0.0,8,0.0969,-7.245,0,0.592,179.196,3,0.255,Nicki Minaj,84,29877494,"['hip pop', 'pop', 'queens hip hop', 'rap']",Gasoline - Halsey (128).wav
Solita,76,311726,Ozuna,"Ozuna,Mambo Kingz,DJ Luian,Bad Bunny,Wisin,Almighty",2018-01-19,0.0564,0.807,0.633,0.0,10,0.107,-6.016,0,0.0929,138.038,4,0.325,Ozuna,83,37816472,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",Gasoline - Halsey (128).wav
GATÚBELA,77,209160,KAROL G,"KAROL G,Maldy",2022-08-26,0.263,0.627,0.858,0.0,11,0.21,-2.824,0,0.386,92.523,4,0.342,KAROL G,88,41121547,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",GATÚBELA - KAROL G Maldy (128).wav
Genetics (feat. Pussycat Dolls),56,177816,Meghan Trainor,"Meghan Trainor,The Pussycat Dolls",2020-01-31,0.0298,0.743,0.81,5.89e-05,8,0.0816,-6.608,1,0.384,121.954,4,0.481,Meghan Trainor,74,14121696,"['hip pop', 'pop']",Genetics (feat. Pussycat Dolls) - Meghan Trainor Pussycat D.wav
get him back!,91,211141,Olivia Rodrigo,Olivia Rodrigo,2023-09-08,0.0135,0.546,0.846,0.0,5,0.607,-5.719,1,0.181,162.043,4,0.74,Olivia Rodrigo,87,29516782,['pop'],get him back! - Olivia Rodrigo (128).wav
Get the Party Started,74,192533,P!nk,P!nk,2001,0.0011,0.802,0.903,0.0,11,0.173,-3.267,0,0.046,128.93,4,0.96,P!nk,78,16006100,"['dance pop', 'pop']",Get the Party Started - P!nk (128).wav
Ghost,89,153190,Justin Bieber,Justin Bieber,2021-03-19,0.185,0.601,0.741,2.91e-05,2,0.415,-5.569,1,0.0478,153.96,4,0.441,Justin Bieber,86,74403685,"['canadian pop', 'pop']",Ghost - Justin Bieber (128).wav
Ghost Town,81,271387,Kanye West,"Kanye West,PARTYNEXTDOOR",2018-06-01,0.0969,0.573,0.545,0.0,7,0.329,-4.247,0,0.0288,83.378,4,0.297,Kanye West,88,21786460,"['chicago rap', 'hip hop', 'rap']",Ghost - Justin Bieber (128).wav
Monster (Shawn Mendes & Justin Bieber),72,178994,Shawn Mendes,"Shawn Mendes,Justin Bieber",2020-11-20,0.0676,0.652,0.383,0.0,2,0.0828,-7.076,0,0.0516,145.765,4,0.549,Shawn Mendes,80,42606389,"['canadian pop', 'pop', 'viral pop']",Ghost - Justin Bieber (128).wav
STAY (with Justin Bieber),85,141806,Justin Bieber,"The Kid LAROI, Justin Bieber",2021-07-27,0.0383,0.591,0.764,0.0,1,0.103,-5.484,1,0.0483,169.928,4,0.478,Justin Bieber,86,74403685,"['canadian pop', 'pop']",Ghost - Justin Bieber (128).wav
Gimme More,83,251240,Britney Spears,Britney Spears,2007-10-25,0.25,0.788,0.844,0.000678,2,0.0723,-3.131,1,0.0334,113.324,4,0.382,Britney Spears,78,13099866,"['dance pop', 'pop']",Ginger Me - Rema (128).wav
Ginger Me,54,205893,Rema,Rema,2020-06-18,0.134,0.567,0.577,0.000397,8,0.145,-7.833,0,0.134,200.008,5,0.719,Rema,76,3401997,"['afrobeats', 'nigerian pop']",Ginger Me - Rema (128).wav
Girl,77,186427,Myke Towers,Myke Towers,2020-01-24,0.0325,0.733,0.708,0.000327,6,0.324,-4.957,1,0.0937,93.021,4,0.694,Myke Towers,85,13061195,"['reggaeton', 'trap latino', 'urbano latino']",Girl - Myke Towers (128).wav
